Bromazepam,Gamma-aminobutyricacidreceptorsubunittheta,Potentiator
Bromfenac,ProstaglandinG/Hsynthase2,Inhibitor
Bromfenac,ProstaglandinG/Hsynthase1,Inhibitor
Bromocriptine,D(2)dopaminereceptor,Agonist
Bromocriptine,D(3)dopaminereceptor,Agonist
Bromocriptine,5-hydroxytryptaminereceptor1D,Agonist
Bromocriptine,Alpha-2Aadrenergicreceptor,Agonist
Bromocriptine,5-hydroxytryptaminereceptor1A,Agonist
Bromocriptine,Alpha-2Cadrenergicreceptor,Agonist
Bromocriptine,Alpha-2Badrenergicreceptor,Agonist
Bromocriptine,D(4)dopaminereceptor,Antagonist
Bromocriptine,5-hydroxytryptaminereceptor2A,Agonist
Bromocriptine,5-hydroxytryptaminereceptor1B,Agonist
Bromocriptine,5-hydroxytryptaminereceptor2C,Agonist
Bromocriptine,D(1B)dopaminereceptor,Agonist
Bromocriptine,D(1A)dopaminereceptor,Agonist
Bromocriptine,Alpha-1Aadrenergicreceptor,Agonist
Bromocriptine,Alpha-1Badrenergicreceptor,Agonist
Bromocriptine,Alpha-1Dadrenergicreceptor,Agonist
Bromocriptine,5-hydroxytryptaminereceptor7,Antagonist
Bromodiphenhydramine,HistamineH1receptor,Antagonist
Buclizine,HistamineH1receptor,Antagonist
Bumetanide,Solutecarrierfamily12member1,Inhibitor
Bumetanide,Solutecarrierfamily12member2,Inhibitor
Bumetanide,Solutecarrierfamily12member4,Inhibitor
Bumetanide,Solutecarrierfamily12member5,Inhibitor
Bumetanide,Cysticfibrosistransmembraneconductanceregulator,Antagonist
Bupivacaine,Sodiumchannelproteintype10subunitalpha,Inhibitor
Bupivacaine,ProstaglandinE2receptorEP1subtype,unknown
Bupropion,Sodium-dependentdopaminetransporter,Inhibitor
Bupropion,Sodium-dependentnoradrenalinetransporter,Inhibitor
Bupropion,Neuronalacetylcholinereceptorsubunitalpha-3,Antagonist
Buspirone,5-hydroxytryptaminereceptor1A,Partialagonist
Buspirone,D(2)dopaminereceptor,Antagonist
Butalbital,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Butalbital,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Butalbital,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Butalbital,Gamma-aminobutyricacidreceptorsubunitalpha-4,Potentiator
Butalbital,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Butalbital,Gamma-aminobutyricacidreceptorsubunitalpha-6,Potentiator
Butalbital,Neuronalacetylcholinereceptorsubunitalpha-4,Antagonist
Butalbital,Neuronalacetylcholinereceptorsubunitalpha-7,Antagonist
Butalbital,Glutamatereceptor2,Antagonist
Butalbital,"Glutamatereceptorionotropic,kainate2",Antagonist
Butalbital,GABA-Areceptor(anionchannel)(ProteinGroup),Positiveallostericmodulator
Butethal,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Butethal,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Butethal,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Butethal,Gamma-aminobutyricacidreceptorsubunitalpha-4,Potentiator
Butethal,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Butethal,Gamma-aminobutyricacidreceptorsubunitalpha-6,Potentiator
Butethal,Neuronalacetylcholinereceptorsubunitalpha-4,Antagonist
Butethal,Neuronalacetylcholinereceptorsubunitalpha-7,Antagonist
Butethal,Glutamatereceptor2,Antagonist
Butethal,"Glutamatereceptorionotropic,kainate2",Antagonist
Butorphanol,Kappa-typeopioidreceptor,Agonist
Butorphanol,Delta-typeopioidreceptor,Agonist
Butorphanol,Mu-typeopioidreceptor,Partialantagonist
Cabazitaxel,Tubulinalpha-4Achain,Binder
Cabazitaxel,Tubulinbeta-1chain,Binder
Caffeine,AdenosinereceptorA1,AntagonistMultitarget
Caffeine,AdenosinereceptorA2a,AntagonistMultitarget
Caffeine,"cAMP-specific3',5'-cyclicphosphodiesterase4B",Inhibitor
Canagliflozin,Sodium/glucosecotransporter2,Inhibitor
Canagliflozin,Sodium/glucosecotransporter1,Inhibitor
Candesartan,Type-1angiotensinIIreceptor,Antagonist
Cangrelor,P2Ypurinoceptor12,Inhibitor
Carbamazepine,Sodiumchannelproteintype5subunitalpha,Inhibitor
Carbetocin,Oxytocinreceptor,Agonist
Carbinoxamine,HistamineH1receptor,Antagonist
CarboprostTromethamine,ProstaglandinE2receptorEP1subtype,Agonist
CarglumicAcid,"Carbamoyl-phosphatesynthase[ammonia],mitochondrial",Allostericmodulator
Cariprazine,D(3)dopaminereceptor,AgonistPartialagonist
Cariprazine,D(2)dopaminereceptor,AgonistPartialagonist
Cariprazine,5-hydroxytryptaminereceptor1A,AgonistPartialagonist
Cariprazine,5-hydroxytryptaminereceptor2B,Antagonist
Cariprazine,5-hydroxytryptaminereceptor2A,Antagonist
Cariprazine,HistamineH1receptor,Antagonist
Carphenazine,D(2)dopaminereceptor,Antagonist
Carphenazine,D(1A)dopaminereceptor,Antagonist
Carphenazine,D(1B)dopaminereceptor,Antagonist
Carprofen,ProstaglandinG/Hsynthase2,Inhibitor
Carprofen,ProstaglandinG/Hsynthase1,Inhibitor
Caspofungin,"1,3-beta-glucansynthasecomponentFKS1",Inhibitor
Cefaclor,Penicillin-bindingprotein1A,Inhibitor
Cefadroxil,Penicillin-bindingprotein3,Inhibitor
Cefadroxil,Penicillin-bindingprotein1A,Inhibitor
Cefadroxil,Penicillin-bindingprotein1b,Inhibitor
Cefadroxil,Penicillin-bindingprotein2B,Inhibitor
Cefalotin,D-alanyl-D-alaninecarboxypeptidase,Inhibitor
Cefalotin,Penicillin-bindingprotein1A,Inhibitor
Cefalotin,Penicillin-bindingprotein1b,Inhibitor
Cefalotin,Penicillin-bindingprotein3,Inhibitor
Cefalotin,Penicillin-bindingprotein2a,Inhibitor
Cefalotin,Penicillin-bindingprotein2B,Inhibitor
Cefalotin,Penicillin-bindingprotein1A,Inhibitor
Cefalotin,Beta-lactamase,Potentiator
Cefazolin,Penicillin-bindingprotein1A,Inhibitor
Cefazolin,Penicillin-bindingprotein1B,Inhibitor
Cefazolin,Penicillin-bindingprotein1C,Inhibitor
Cefazolin,Penicillin-bindingprotein2,Inhibitor
Cefazolin,PeptidoglycansynthaseFtsI,Inhibitor
Cefazolin,Serumparaoxonase/arylesterase1,Inhibitor
Cefdinir,Penicillin-bindingprotein2,Inhibitor
Cefdinir,PBP3,Inhibitor
Cefdinir,Myeloperoxidase,Inhibitor
Cefditoren,Penicillin-bindingprotein2B,Inhibitor
Cefditoren,Penicillin-bindingprotein1A,Inhibitor
Cefepime,PeptidoglycansynthaseFtsI,Inhibitor
Cefepime,Penicillin-bindingprotein3,Inhibitor
Cefepime,Penicillin-bindingprotein2,Inhibitor
Ceforanide,Penicillin-bindingprotein2,Inhibitor
Cefotetan,Penicillin-bindingprotein3,Inhibitor
Cefradine,Penicillin-bindingprotein1A,Inhibitor
Ceftizoxime,MecAPBP2'(penicillinbindingprotein2'),Inhibitor
Ceftizoxime,Penicillin-bindingprotein1A,Inhibitor
Ceftizoxime,Penicillin-bindingprotein1B,Inhibitor
Ceftizoxime,PeptidoglycansynthaseFtsI,Inhibitor
Ceftolozane,Penicillin-bindingprotein1B,Inhibitor
Ceftolozane,Penicillin-bindingprotein3,Inhibitor
Ceftriaxone,Penicillin-bindingprotein2B,Inhibitor
Celecoxib,ProstaglandinG/Hsynthase2,Inhibitor
Celecoxib,3-phosphoinositide-dependentproteinkinase1,Inhibitor
Celecoxib,Carbonicanhydrase2,Inhibitor
Celecoxib,Carbonicanhydrase3,Inhibitor
Cephalexin,Penicillin-bindingprotein3,Inhibitor
Cephalexin,Penicillin-bindingprotein2a,Inhibitor
Cephalexin,Penicillin-bindingprotein1b,Inhibitor
Cephalexin,Penicillin-bindingprotein2B,Inhibitor
Cephalexin,Penicillin-bindingprotein1A,Inhibitor
Ceritinib,ALKtyrosinekinasereceptor,Antagonist
Cerivastatin,3-hydroxy-3-methylglutaryl-coenzymeAreductase,Inhibitor
Cerliponasealfa,Cation-independentmannose-6-phosphatereceptor,Ligand
Cetirizine,HistamineH1receptor,Antagonist
Cevimeline,MuscarinicacetylcholinereceptorM3,Agonist
Cevimeline,MuscarinicacetylcholinereceptorM1,Agonist
Chlordiazepoxide,GABA-Areceptor(anionchannel)(ProteinGroup),Positiveallostericmodulator
Chlormezanone,Translocatorprotein,Agonist
Chloroprocaine,Sodiumchannelproteintype10subunitalpha,Inhibitor
Chloroprocaine,"Glutamatereceptorionotropic,NMDA3A",Antagonist
Chloroprocaine,Neuronalacetylcholinereceptorsubunitalpha-10,Antagonist
Chloroprocaine,5-hydroxytryptaminereceptor3A,Antagonist
Chloropyramine,HistamineH1receptor,Antagonist
Chlorphenamine,HistamineH1receptor,Antagonist
Chlorphenamine,Sodium-dependentserotonintransporter,Inhibitor
Chlorphenamine,Sodium-dependentnoradrenalinetransporter,Inhibitor
Chlorphenamine,Sodium-dependentdopaminetransporter,Inhibitor
Chlorpromazine,D(2)dopaminereceptor,Antagonist
Chlorpromazine,D(1A)dopaminereceptor,Antagonist
Chlorpromazine,5-hydroxytryptaminereceptor2A,Antagonist
Chlorpromazine,5-hydroxytryptaminereceptor1A,Antagonist
Chlorpromazine,Alpha-1Aadrenergicreceptor,Antagonist
Chlorpromazine,Alpha-1Badrenergicreceptor,Antagonist
Chlorpromazine,HistamineH1receptor,Antagonist
Chlorpromazine,Potassiumvoltage-gatedchannelsubfamilyHmember2,Binder
Chlorpromazine,D(1)dopaminereceptor(ProteinGroup),Binder
Chlorpromazine,D(3)dopaminereceptor,Binder
Chlorpromazine,D(4)dopaminereceptor,Binder
Chlorpromazine,D(1B)dopaminereceptor,Binder
Chlorpromazine,5-hydroxytryptaminereceptor2C,Binder
Chlorpromazine,5-hydroxytryptamine2receptor(ProteinGroup),Binder
Chlorpropamide,ATP-bindingcassettesub-familyCmember8,Inhibitor
Chlorprothixene,D(2)dopaminereceptor,Antagonist
Chlorprothixene,D(1A)dopaminereceptor,Antagonist
Chlorprothixene,D(3)dopaminereceptor,Antagonist
Chlorprothixene,5-hydroxytryptaminereceptor2A,Antagonist
Chlorprothixene,5-hydroxytryptaminereceptor2B,Antagonist
Chlorprothixene,5-hydroxytryptaminereceptor2C,Antagonist
Chlorprothixene,HistamineH1receptor,Antagonist
Chlorprothixene,MuscarinicacetylcholinereceptorM1,Antagonist
Chlorprothixene,MuscarinicacetylcholinereceptorM2,Antagonist
Chlorprothixene,MuscarinicacetylcholinereceptorM3,Antagonist
Chlorprothixene,MuscarinicacetylcholinereceptorM4,Antagonist
Chlorprothixene,MuscarinicacetylcholinereceptorM5,Antagonist
Chlorthalidone,Solutecarrierfamily12member1,Inhibitor
Cholinemagnesiumtrisalicylate,ProstaglandinG/Hsynthase1,Inhibitor
ChorionicGonadotropin(Human),Lutropin-choriogonadotropichormonereceptor,Ligand
Ciclesonide,Glucocorticoidreceptor,Agonist
Ciclopirox,Sodium/potassium-transportingATPasesubunitalpha-1,Binder
Cidofovir,DNApolymerasecatalyticsubunit,Inhibitor
Cilastatin,Dipeptidase1,Inhibitor
Cilazapril,Angiotensin-convertingenzyme,Inhibitor
Cilomilast,"cAMP-specific3',5'-cyclicphosphodiesterase4B",Inhibitor
Cimetidine,HistamineH2receptor,Antagonist
Cinacalcet,Extracellularcalcium-sensingreceptor,Agonist
Cinnarizine,HistamineH1receptor,Antagonist
Cinnarizine,Voltage-dependentL-typecalciumchannelsubunitalpha-1C,Inhibitor
Cinnarizine,Voltage-dependentL-typecalciumchannelsubunitalpha-1D,Inhibitor
Cinnarizine,Voltage-dependentL-typecalciumchannelsubunitalpha-1S,Inhibitor
Cinnarizine,Voltage-dependentT-typecalciumchannelsubunitalpha-1H,Inhibitor
Cinnarizine,D(2)dopaminereceptor,unknown
Cinnarizine,Muscarinicacetylcholinereceptor(ProteinGroup),Binder
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitgamma-1,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitgamma-2,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitgamma-3,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitbeta-2,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitdelta,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitepsilon,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitpi,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitrho-1,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitrho-2,Potentiator
Cinolazepam,Gamma-aminobutyricacidreceptorsubunitrho-3,Potentiator
Ciprofloxacin,DNAtopoisomerase4subunitA,Inhibitor
Ciprofloxacin,DNAgyrasesubunitA,Inhibitor
Ciprofloxacin,DNAtopoisomerase2-alpha,Inhibitor
Citalopram,Sodium-dependentserotonintransporter,Inhibitor
Citalopram,HistamineH1receptor,Binder
Citalopram,Alpha-1Aadrenergicreceptor,Binder
Citalopram,MuscarinicacetylcholinereceptorM1,Binder
Citalopram,5-hydroxytryptaminereceptor2C,Antagonist
Clarithromycin,50SribosomalproteinL10,Inhibitor
Clenbuterol,Beta-2adrenergicreceptor,Agonist
Clenbuterol,Beta-1adrenergicreceptor,Agonist
Clenbuterol,Beta-3adrenergicreceptor,Agonist
Clenbuterol,Beta-nervegrowthfactor,Stimulator
Clenbuterol,Tumornecrosisfactor,unknown
Clobetasone,Glucocorticoidreceptor,Agonist
Clocortolone,Glucocorticoidreceptor,Agonist
Clomipramine,Sodium-dependentserotonintransporter,Inhibitor
Clomipramine,5-hydroxytryptaminereceptor2A,Antagonist
Clomipramine,5-hydroxytryptaminereceptor2B,Antagonist
Clomipramine,5-hydroxytryptaminereceptor2C,Antagonist
Clomipramine,Sodium-dependentnoradrenalinetransporter,Inhibitor
Clomipramine,GlutathioneS-transferaseP,Inhibitor
Clopidogrel,P2Ypurinoceptor12,Antagonist
Clorazepate,GABA-Areceptor(anionchannel)(ProteinGroup),Positiveallostericmodulator
Clorazepate,Translocatorprotein,Agonist
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitgamma-1,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitgamma-2,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitgamma-3,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitbeta-1,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitbeta-2,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitbeta-3,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitdelta,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitepsilon,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitpi,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitrho-1,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitrho-2,Potentiator
Clotiazepam,Gamma-aminobutyricacidreceptorsubunitrho-3,Potentiator
Clotrimazole,Lanosterol14-alphademethylase,AntagonistInhibitor
Clotrimazole,Intermediateconductancecalcium-activatedpotassiumchannelprotein4,Inhibitor
Clotrimazole,Nuclearreceptorsubfamily1groupImember2,Activator
Clotrimazole,Nuclearreceptorsubfamily1groupImember3,Partialagonist
Clozapine,D(2)dopaminereceptor,Antagonist
Clozapine,5-hydroxytryptaminereceptor2A,Antagonist
Clozapine,D(1A)dopaminereceptor,Antagonist
Clozapine,D(3)dopaminereceptor,Antagonist
Clozapine,D(4)dopaminereceptor,Antagonist
Clozapine,5-hydroxytryptaminereceptor1A,Antagonist
Clozapine,5-hydroxytryptaminereceptor1B,Antagonist
Clozapine,5-hydroxytryptaminereceptor1E,Antagonist
Clozapine,5-hydroxytryptaminereceptor2C,Antagonist
Clozapine,5-hydroxytryptaminereceptor6,Antagonist
Clozapine,HistamineH1receptor,Antagonist
Clozapine,HistamineH4receptor,Antagonist
Clozapine,Alpha-1Aadrenergicreceptor,Antagonist
Clozapine,Alpha-1Badrenergicreceptor,Antagonist
Clozapine,Alpha-2Aadrenergicreceptor,Antagonist
Clozapine,Alpha-2Badrenergicreceptor,Antagonist
Clozapine,Alpha-2Cadrenergicreceptor,Antagonist
Clozapine,MuscarinicacetylcholinereceptorM1,Antagonist
Clozapine,MuscarinicacetylcholinereceptorM2,Antagonist
Clozapine,MuscarinicacetylcholinereceptorM3,Antagonist
Clozapine,MuscarinicacetylcholinereceptorM4,Antagonist
Clozapine,MuscarinicacetylcholinereceptorM5,Antagonist
Clozapine,Neuron-specificvesicularproteincalcyon,Unknown
Cobimetinib,Dualspecificitymitogen-activatedproteinkinasekinase1,Inhibitor
Cocaine,Sodium-dependentdopaminetransporter,Inhibitor
Cocaine,Sodium-dependentnoradrenalinetransporter,Inhibitor
Cocaine,Sodium-dependentserotonintransporter,Inhibitor
Cocaine,Sodiumchannelproteintype5subunitalpha,Inhibitor
Cocaine,Sodiumchannelproteintype10subunitalpha,Inhibitor
Cocaine,MuscarinicacetylcholinereceptorM1,Antagonist
Cocaine,MuscarinicacetylcholinereceptorM2,Antagonist
Colchicine,Tubulinbeta-1chain,Inhibitor
Colchicine,Tubulinbetachain,Inhibitor
Conestatalfa,ComplementC1rsubcomponent,Inhibitor
Conestatalfa,ComplementC1ssubcomponent,Inhibitor
Conestatalfa,Plasmakallikrein,Inhibitor
Conestatalfa,CoagulationfactorXII,Inhibitor
Conestatalfa,Prothrombin,Inhibitor
Conestatalfa,CoagulationfactorXI,Inhibitor
Conestatalfa,Tissue-typeplasminogenactivator,Inhibitor
Conjugatedestrogens,Estrogenreceptoralpha,Agonist
Crisaborole,"cAMP-specific3',5'-cyclicphosphodiesterase4A",Inhibitor
Crisaborole,"cAMP-specific3',5'-cyclicphosphodiesterase4B",Inhibitor
Crisaborole,"cAMP-specific3',5'-cyclicphosphodiesterase4C",Inhibitor
Crisaborole,"cAMP-specific3',5'-cyclicphosphodiesterase4D",Inhibitor
Crizotinib,ALKtyrosinekinasereceptor,Inhibitor
Crizotinib,Hepatocytegrowthfactorreceptor,Inhibitor
Crofelemer,Cysticfibrosistransmembraneconductanceregulator,Antagonist
Crofelemer,Anoctamin-1,Antagonist
CTS-21166,Beta-secretase1,Inhibitor
Cyclizine,HistamineH1receptor,Antagonist
Cyclizine,Estrogensulfotransferase,Inhibitor
Cyclobenzaprine,5-hydroxytryptaminereceptor2A,Antagonist
Cyclosporine,Calciumsignal-modulatingcyclophilinligand,Binder
Cyclosporine,CalcineurinsubunitBtype2,Inhibitor
Cyclosporine,Peptidyl-prolylcis-transisomeraseA,Binder
Cycrimine,MuscarinicacetylcholinereceptorM1,Antagonist
Cyproheptadine,HistamineH1receptor,Antagonist
Cyproheptadine,5-hydroxytryptaminereceptor2A,Antagonist
Cyproheptadine,5-hydroxytryptaminereceptor2C,Antagonist
Cyproheptadine,MuscarinicacetylcholinereceptorM1,Antagonist
Cyproheptadine,MuscarinicacetylcholinereceptorM2,Antagonist
Cyproheptadine,MuscarinicacetylcholinereceptorM3,Antagonist
Dabigatranetexilate,Prothrombin,Inhibitor
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember1,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember2,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember3,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember4,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember5,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember6,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember7,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyAmember10,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyBmember1,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyBmember2,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyCmember1,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyCmember2,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyCmember3,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyDmember1,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyDmember2,Antagonist
Dalfampridine,Potassiumvoltage-gatedchannelsubfamilyDmember3,Antagonist
Dalteparin,Antithrombin-III,Potentiator
Dalteparin,VascularendothelialgrowthfactorA,Inhibitor
Dalteparin,Tissuefactorpathwayinhibitor,Inhibitor
Dalteparin,P-selectin,Inhibitor
Danazol,Estrogenreceptoralpha,Agonist
Danazol,Androgenreceptor,Agonist
Danazol,Progesteronereceptor,Agonist
Danazol,Gonadotropin-releasinghormonereceptor,Negativemodulator
Danazol,Putativegonadotropin-releasinghormoneIIreceptor,Negativemodulator
Danazol,C-Cmotifchemokine2,Inhibitor
Dapiprazole,Alpha-1Dadrenergicreceptor,Antagonist
Dapiprazole,Alpha-1Badrenergicreceptor,Antagonist
Dapsone,Inactivedihydropteroatesynthase2,Inhibitor
Dapsone,Dihydropteroatesynthase1,Inhibitor
Daratumumab,ADP-ribosylcyclase1,Antibody
Darifenacin,MuscarinicacetylcholinereceptorM3,Antagonist
Darifenacin,MuscarinicacetylcholinereceptorM1,Antagonist
Darifenacin,MuscarinicacetylcholinereceptorM2,Antagonist
Darifenacin,MuscarinicacetylcholinereceptorM4,Antagonist
Darifenacin,MuscarinicacetylcholinereceptorM5,Antagonist
Darunavir,Humanimmunodeficiencyvirustype1protease,Inhibitor
Dasabuvir,Nonstructuralprotein5B(NS5B),Inhibitor
Dasatinib,Proto-oncogenetyrosine-proteinkinaseSrc,Multitarget
Dasatinib,Tyrosine-proteinkinaseLck,Multitarget
Dasatinib,Mast/stemcellgrowthfactorreceptorKit,Antagonist
Dasatinib,Platelet-derivedgrowthfactorreceptorbeta,Antagonist
Dasatinib,Signaltransducerandactivatoroftranscription5B,Inhibitor
Dasatinib,Abelsontyrosine-proteinkinase2,Multitarget
Dasatinib,Tyrosine-proteinkinaseFyn,Multitarget
Debrisoquin,Sodium-dependentnoradrenalinetransporter,Inducer
Degarelix,Gonadotropin-releasinghormonereceptor,Antagonist
Delafloxacin,DNAtopoisomerase4subunitA,Inhibitor
Delafloxacin,DNAgyrasesubunitA,Inhibitor
Demecarium,Acetylcholinesterase,Inhibitor
Demecarium,Cholinesterase,Inhibitor
Demeclocycline,30SribosomalproteinS9,Inhibitor
Demeclocycline,30SribosomalproteinS4,Inhibitor
Dequalinium,HTH-typetranscriptionalregulatorQacR,AntagonistInhibitor
Dequalinium,AcriflavineresistanceproteinB,Blocker
Dequalinium,E3ubiquitin-proteinligaseXIAP,Inhibitor
Deramciclane,5-hydroxytryptaminereceptor2A,Antagonist
Deramciclane,5-hydroxytryptaminereceptor2C,Inverseagonist
Deserpidine,Synapticvesicularaminetransporter,Inhibitor
Desipramine,Sodium-dependentnoradrenalinetransporter,Inhibitor
Desipramine,Sodium-dependentserotonintransporter,Inhibitor
Desipramine,5-hydroxytryptaminereceptor2A,Antagonist
Desipramine,Beta-2adrenergicreceptor,Antagonist
Desipramine,Beta-1adrenergicreceptor,Other
Desipramine,Sphingomyelinphosphodiesterase,Inhibitor
Desipramine,HistamineH1receptor,Antagonist
Desipramine,Alpha-1adrenergicreceptors(ProteinGroup),Antagonist
Desipramine,MuscarinicacetylcholinereceptorM1,Antagonist
Desipramine,MuscarinicacetylcholinereceptorM2,Antagonist
Desipramine,MuscarinicacetylcholinereceptorM3,Antagonist
Desipramine,MuscarinicacetylcholinereceptorM4,Antagonist
Desipramine,MuscarinicacetylcholinereceptorM5,Antagonist
Desipramine,5-hydroxytryptaminereceptor1A,Binder
Desipramine,5-hydroxytryptaminereceptor2C,Binder
Desipramine,D(2)dopaminereceptor,Binder
Desipramine,Alpha-2adrenergicreceptors(ProteinGroup),Binder
Desonide,Glucocorticoidreceptor,Agonist
Desoximetasone,Glucocorticoidreceptor,Agonist
Desvenlafaxine,Sodium-dependentserotonintransporter,Inhibitor
Desvenlafaxine,Sodium-dependentnoradrenalinetransporter,Inhibitor
Dexamethasone,Glucocorticoidreceptor,Agonist
Dexamethasone,Nuclearreceptorsubfamily0groupBmember1,Stimulator
Dexamethasone,AnnexinA1,Agonist
Dexamethasone,"Nitricoxidesynthase,inducible",Negativemodulator
Dexfenfluramine,Sodium-dependentserotonintransporter,Inhibitor
Dexfenfluramine,5-hydroxytryptaminereceptor2C,Agonist
Dexibuprofen,ProstaglandinG/Hsynthase2,Inhibitor
Dexibuprofen,ProstaglandinG/Hsynthase1,Inhibitor
Dexibuprofen,ApoptosisregulatorBcl-2,Negativemodulator
Dexibuprofen,Thrombomodulin,Modulator
Dexibuprofen,Tissue-typeplasminogenactivator,Modulator
Dexibuprofen,"Fattyacid-bindingprotein,intestinal",Binder
Dexibuprofen,Peroxisomeproliferator-activatedreceptorgamma,Activator
Dexibuprofen,Cysticfibrosistransmembraneconductanceregulator,Inhibitor
Dexlansoprazole,Potassium-transportingATPasealphachain1,Inhibitor
Dexlansoprazole,Potassium-transportingATPasesubunitbeta,Inhibitor
Dexpanthenol,MuscarinicacetylcholinereceptorM3,Antagonist
Dexrazoxane,DNAtopoisomerase2-alpha,Inhibitor
Dextromethorphan,Sigmanon-opioidintracellularreceptor1,Agonist
Dextromethorphan,"HCG20471,isoformCRA_c",Agonist
Dextromethorphan,"Glutamatereceptorionotropic,NMDA3A",Antagonist
Dextromethorphan,Neuronalacetylcholinereceptorsubunitalpha-2,Antagonist
Dextromethorphan,Sodium-dependentserotonintransporter,Inhibitor
Dextromethorphan,Membrane-associatedprogesteronereceptorcomponent1,Binder
Dextromethorphan,Neuronalacetylcholinereceptorsubunitalpha-3,Antagonist
Dextromethorphan,Neuronalacetylcholinereceptorsubunitalpha-4,Antagonist
Dextromethorphan,Neuronalacetylcholinereceptorsubunitbeta-4,Antagonist
Dextromethorphan,Neuronalacetylcholinereceptorsubunitbeta-2,Antagonist
Dextromethorphan,Neuronalacetylcholinereceptorsubunitalpha-7,Antagonist
Dextromethorphan,Mu-typeopioidreceptor,Agonist
Dextromethorphan,Delta-typeopioidreceptor,Agonist
Dextromethorphan,Kappa-typeopioidreceptor,Agonist
Dextromethorphan,NADPHoxidase,Inhibitor
Dextropropoxyphene,Mu-typeopioidreceptor,Agonist
Dextropropoxyphene,Delta-typeopioidreceptor,Agonist
Dezocine,Mu-typeopioidreceptor,Agonist
Dezocine,Kappa-typeopioidreceptor,Antagonist
Diazepam,Gamma-aminobutyricacidreceptorsubunitalpha-1,Potentiator
Diazepam,Gamma-aminobutyricacidreceptorsubunitalpha-2,Potentiator
Diazepam,Gamma-aminobutyricacidreceptorsubunitalpha-3,Potentiator
Diazepam,Gamma-aminobutyricacidreceptorsubunitalpha-5,Potentiator
Diazepam,Gamma-aminobutyricacidreceptorsubunitbeta-1,Potentiator
